,Text Summarization,Docs
1378,"La Décision d’exécution de la Commission du 12 décembre 2014 sur l'équivalence des exigences réglementaires et de surveillance de certains pays et territoires tiers aux fins du traitement des expositions conformément au règlement (UE) n° 575/2013 du Parlement européen et du Conseil a été publiée au Journal officiel de l’UE le 16 décembre 2014. La Commission a examiné si le dispositif de réglementation et de surveillance de ces pays tiers était équivalent aux dispositions réglementaires et de surveillance en vigueur dans l'Union, par une analyse des résultats du dispositif de réglementation et de surveillance de ces pays, consistant à vérifier sa capacité à atteindre les mêmes objectifs généraux que le dispositif de réglementation et de surveillance de l'Union. Ces objectifs incluent notamment la stabilité et l'intégrité de l'ensemble du système financier, au plan intérieur comme au plan mondial, une protection adéquate et efficace des déposants et autres consommateurs de services financiers, la coopération entre les différents acteurs du système financier, notamment les organes de réglementation et de surveillance, l'indépendance et l'efficacité de la surveillance, et la mise en œuvre et l'application effectives des normes arrêtées en la matière au niveau international. Les annexes présentent la liste des pays pour chaque catégorie d’entité (établissements de crédit, entreprises d’investissement, marchés).",
1379,"L’Arrêté du 3 novembre 2014 modifiant l’arrêté du 5 mai 2009 relatif à l’identification, la mesure, la gestion et le contrôle du risque de liquidité, publié au JO du 5/11/2014, modifie l’arrêté du 5 mai 2009 pour tenir compte, d’une part, de la création des sociétés de financement et, d’autre part, de l’entrée en vigueur du paquet «CRD IV», composé de la directive 2013/36/UE du Parlement européen et du Conseil du 26 juin 2013 (directive «CRD IV») et du règlement (UE) n°575/2013 du Parlement européen et du Conseil du 26 juin 2013 (règlement «CRR»). Il prévoit notamment une augmentation de 75 % à 85 % du pourcentage appliqué aux créances d’affacturage d’une durée initiale inférieure ou égale à un an prises en compte au numérateur du coefficient de liquidité, et la suppression de l’obligation pour les établissements de crédit (mais pas pour les sociétés de financement, ces dernières n’étant pas soumises au droit européen) de respecter le coefficient de liquidité, lorsque l’exigence de couverture des besoins de liquidité sera applicable.",
1380,"Le Règlement délégué (UE) n° 1187/2014 de la Commission du 2 octobre 2014 complétant le règlement (UE) n° 575/2013 du Parlement européen et du Conseil par des normes techniques de réglementation pour la détermination de l’exposition globale sur un client ou un groupe de clients liés dans le cas d’opérations comportant des actifs sous-jacents, publié le 7 novembre 2014, précise les conditions appliquées et méthodes utilisées pour déterminer l’exposition globale d’un établissement sur un client ou un groupe de clients liés à l’égard duquel l’établissement est exposé par l’intermédiaire d’opérations comportant des actifs sous-jacents et les conditions dans lesquelles la structure des opérations comportant des actifs sous-jacents ne constitue pas une exposition supplémentaire.",
1381,"Le Décret n° 2014-1315 du 3 novembre 2014 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière financière et relatif aux sociétés de financement a été publié au JO du 5/11/2014. Il élargit aux sociétés de financement certaines exigences déjà applicables aux établissements de crédit notamment en matière de gouvernance, d’organisation et de contrôle interne, de politique et de pratiques de rémunération. Il définit les obligations des prestataires de services d’investissement autres que les sociétés de gestion de portefeuille en matière de gouvernance sur le cumul des mandats, l’organisation et le contrôle interne, les politiques et pratiques de rémunération et les comités spécialisés. Enfin, il définit les modalités de surveillance sur une base consolidée exercée par l’ACPR sur les établissements assujettis, et les relations avec les autorités des autres Etats membres concernés par les activités du groupe.",
1382,"L'instruction 2014-I-14 du 29 septembre 2014 modifiant l'instruction 2012-I-01 relative à la procédure de demande d'avis portant sur la désignation des commissaires aux comptes et des contrôleurs spécifiques,  publiée par l’ACPR le 7 octobre 2014, modifie le champ d'application de l'instruction 2012-I-01, en ce qu'elle précise de nouvelles exceptions à son application. Par ailleurs, les demandes d'avis doivent dorénavant être envoyées par voie électronique, sauf pour les établissements monégasques qui demeurent assujettis aux dispositions prévues à l'article 6.",
1383,"L’AMF a publié le 30 octobre 2014 la Recommandation AMF 2014-13 relative à l’arrêté des comptes 2014, qui concerne les sociétés cotées et leurs commissaires aux comptes pour la clôture des comptes 2014. 
L’AMF, comme l’ESMA ou d’autres régulateurs européens, cherche à identifier avant chaque clôture annuelle les sujets qui, dans un contexte donné, lui paraissent être les plus importants afin d’alerter les sociétés cotées et leurs commissaires aux comptes et de contribuer ainsi à la présentation d’une information comptable et financière de qualité. Ces recommandations invitent les sociétés à être vigilantes sur les thématiques développées.
",
1384,"L’Arrêté du 3 novembre 2014 relatif à la surveillance complémentaire des conglomérats financiers, publié au JO du 5/11/2014, précise notamment la méthode d’identification d’un conglomérat, le calcul des fonds propres, les règles relatives à la concentration des risques, aux transactions intragroupe, aux procédures de gestion des risques et aux dispositifs de contrôle interne, ainsi que les modalités de désignation du coordonnateur.",
1385,"Le Décret n° 2014-1316 du 3 novembre 2014 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière financière et relatif aux sociétés de financement, publié au JO du 5/11/2014, modifie le code monétaire et financier en ce qu’il introduit dans la partie réglementaire la distinction dorénavant faite entre établissement de crédit et société de financement.",
1386,"L’Ordonnance n°2014-947 du 20 août 2014 relative au taux de l’intérêt légal modifie les modalités de calcul et d’application du taux de l’intérêt légal. Ce taux de référence est principalement utilisé dans les procédures civiles ou commerciales. Il sert par exemple au calcul des indemnités de retard.
Deux taux de l’intérêt légal sont instaurés. Ils sont fondés sur le coût de refinancement de deux catégories :
- le premier est applicable aux créances des particuliers (personnes physiques n’agissant pas pour des besoins professionnels) ;
- le second est applicable à tous les autres cas, c’est-à-dire principalement aux entreprises, et calculé sur le taux de refinancement des sociétés non financières. L’actualisation de ce taux se fera une fois par semestre, par arrêté du ministre chargé de l’économie, afin de refléter au mieux les fluctuations de l’activité économique, et non plus tous les ans comme actuellement.
L’ordonnance mettant en œuvre cette réforme renvoie le détail de la formule de calcul à un décret qui n’a pas encore été publié.
Le nouveau taux d’intérêt légal rentre en application à compter du 1er janvier 2015.
",
1387,"L’Avis du 24 septembre 2014 relatif à l’application des articles L. 313-3 du code de la consommation et L. 313-5-1 du code monétaire et financier concernant l’usure, publié au Journal officiel du 27 septembre 2014, précise les taux effectifs moyens pratiqués par les établissements de crédit au cours du troisième trimestre de l’année 2014 pour les diverses catégories de crédit et seuils de l’usure correspondants applicable à compter du 1er octobre 2014.",
1388,"L’ACPR a publié le 29 août 2014 plusieurs instructions relatives aux exigences prudentielles et aux obligations de transmission d’information  à ses services  : L’Instruction n° 2014-I-08 du 22 août 2014 relative à la transmission à l'Autorité de contrôle prudentiel et de résolution de documents prudentiels, prévoit que les établissements assujettis établissent les documents contenus dans le règlement d’exécution (UE) n° 680/2014 de la Commission du 16 avril 2014.",
